Nombre Asignatura;Nota 1er Corte;Nota 2do Corte;Nota 3er Corte;Nota 4to Corte;Nota 5to Corte
CÁLCULO 1;3.6;3.3;3;4.8;2.3
CÁLCULO 1;2.2;3.8;3.5;4.3;3.3
CÁLCULO 1;4.5;5;4.3;4.6;3.4
CÁLCULO 1;1.6;1.8;0.7;1.3;0.6
CÁLCULO 1;4.5;4.9;4.9;5;4.8
CÁLCULO 1;2.2;3.2;3;3;2.4
CÁLCULO 1;0.1;0;0;0;0
CÁLCULO 1;2.6;3.7;4;2.9;2.2
CÁLCULO 1;2.9;2.6;0;0;0
CÁLCULO 1;2.3;3.8;3.3;4.9;3.4
CÁLCULO 1;3.3;3.1;4.2;4.8;2.1
CÁLCULO 1;2.5;1.4;2.2;2.9;2
CÁLCULO 1;0.4;0.8;0.3;3.7;2
CÁLCULO 1;1.5;3.6;3.4;4.5;4.4
CÁLCULO 1;3;4.6;3;5;4
CÁLCULO 1;1.1;2.6;1.5;5;1.9
CÁLCULO 1;2.3;3.3;2.1;4.7;3.1
CÁLCULO 1;2.9;3.3;3.7;5;2.5
CÁLCULO 1;1.7;2.2;0;2;0
CÁLCULO 1;1.5;1.6;0.6;4.9;2
CÁLCULO 1;0.6;1.9;0.7;5;1.3
CÁLCULO 1;2.8;1.1;1.4;4.4;2.2
CÁLCULO 1;2.2;3.6;4.2;5;2.8
CÁLCULO 1;2.6;3.1;3.3;5;2.1
CÁLCULO 1;1.7;2.7;1.4;5;1.6
CÁLCULO 1;2.9;3.9;2.5;4.8;2.7
CÁLCULO 1;1.5;2.1;0.8;5;1.7
CÁLCULO 1;1;2.8;2;5;2.3
CÁLCULO 1;3.8;4.6;5;5;4.7
CÁLCULO 1;3.7;1.9;3;5;3.6
CÁLCULO 1;1.8;1.2;0.3;5;0
CÁLCULO 1;4.4;4.5;4.5;5;4.6
CÁLCULO 1;0.1;1.8;0;1.8;0
CÁLCULO 1;3.2;1.8;3;5;2.9
CÁLCULO 1;2.1;2.2;4.5;4.4;3
CÁLCULO 1;2;3;3.7;5;2.8
CÁLCULO 1;1.9;3.6;2.7;4.8;3.2
CÁLCULO 1;2.3;2.4;1.5;5;2.7
CÁLCULO 1;3.5;4.9;3.5;4.9;3.9
CÁLCULO 1;4.6;4.7;5;5;4.6
CÁLCULO 1;4.3;3.6;4.9;5;3.5
CÁLCULO 1;0;0;1.7;2.5;2
CÁLCULO 1;3.9;4.3;4.3;5;4.6
CÁLCULO 1;4;4.5;4.5;5;3.9
CÁLCULO 1;3;4.1;3;4.8;3.9
CÁLCULO 1;3.3;3.9;2.1;4.7;3.2
CÁLCULO 1;4.7;4.7;4.6;5;3.9
CÁLCULO 1;3.6;3.5;2.4;3.9;3.8
CÁLCULO 1;1.6;2.6;2.8;4.6;2.3
CÁLCULO 1;2.8;3.8;3.5;4.7;2.2
CÁLCULO 1;1.5;1.8;0;2.8;0
CÁLCULO 1;1.4;2.3;0.6;4.5;3
CÁLCULO 1;2.1;1.2;1.7;4.5;1.7
CÁLCULO 1;3.9;1.7;4.2;4.8;2.1
CÁLCULO 1;3.6;4.5;2.4;4.7;2.4
CÁLCULO 1;2.6;4.3;4.2;4.8;3.8
CÁLCULO 1;4.8;4.3;2.2;4;4.5
CÁLCULO 1;2.5;2.2;1.4;3.8;2
CÁLCULO 1;2.5;2.5;2.6;4.7;5
CÁLCULO 1;3;3.2;1.5;4.5;1.8
CÁLCULO 1;2.7;3;1.5;3.1;4.2
CÁLCULO 1;3.3;2.2;2;3.5;2.7
CÁLCULO 1;3;3;3;4.7;4
CÁLCULO 1;4.6;4.7;4.3;4.7;4
CÁLCULO 1;4.7;4;4.6;4.9;2.5
CÁLCULO 1;2.4;3.2;4.1;3.8;4
CÁLCULO 1;4.9;4;5;5;4.5
CÁLCULO 1;3.3;3.6;4.8;4.8;4.5
CÁLCULO 1;4.1;3.7;3.8;3.4;4
CÁLCULO 1;3.2;3.5;4.3;4.8;3.5
CÁLCULO 1;4.1;3;5;4.1;4.5
CÁLCULO 1;3.1;4;4.5;4.5;3
CÁLCULO 1;3.6;3;4.4;3.9;3.5
CÁLCULO 1;3.6;3.4;4;4.8;3.5
CÁLCULO 1;5;4.2;5;5;5
CÁLCULO 1;4.6;4;4.9;4.5;4
CÁLCULO 1;3;4;2.1;2.3;4.5
CÁLCULO 1;4.3;3.8;4.6;4.6;3.5
CÁLCULO 1;4;5;5;4.7;4.5
CÁLCULO 1;4.5;5;5;5;5
CÁLCULO 1;3.6;5;5;4.8;4.5
CÁLCULO 1;4.6;4.3;4.6;4.7;4.5
CÁLCULO 1;4.3;3.2;4.4;4.9;4.5
CÁLCULO 1;4.2;3.7;5;3.9;4
CÁLCULO 1;4.2;3.7;4.5;4.3;3.5
CÁLCULO 1;2.2;3.9;4;3.8;4.5
CÁLCULO 1;4.1;3.6;5;4.3;5
CÁLCULO 1;3.8;4.2;4.8;4;4.5
CÁLCULO 1;4;5;4.8;4.9;5
CÁLCULO 1;3.9;4.5;4.7;4.1;4
CÁLCULO 1;5;4.6;5;4.7;4.5
CÁLCULO 1;3;3.4;4;4.7;5
CÁLCULO 1;3.3;3.8;4.4;4.9;5
CÁLCULO 1;4.1;4.5;5;4.9;5
CÁLCULO 1;4.3;1.1;4;4.8;5
CÁLCULO 1;2.1;3.5;0;0.8;0
CÁLCULO 1;1.9;0;3.9;4.2;3.5
CÁLCULO 1;2.6;3.3;4.4;4.8;5
CÁLCULO 1;4.5;3.7;5;4.9;5
CÁLCULO 2;2.1;4.1;4.7;4.5;2.8
CÁLCULO 2;4.5;3;5;4.3;5
CÁLCULO 2;3.5;3.8;1;4.7;4.7
CÁLCULO 2;0.9;4.6;2.8;4.4;5
CÁLCULO 2;3.7;4.8;5;4.9;5
CÁLCULO 2;3.5;5;5;4.8;4.6
CÁLCULO 2;5;5;5;5;4.4
CÁLCULO 2;5;4.6;4.7;4.9;3.5
CÁLCULO 2;3.4;4.3;3.4;4.4;3.9
CÁLCULO 2;4.4;4.9;5;4.4;4.4
CÁLCULO 2;4.1;4.9;5;5;4
CÁLCULO 2;2;3.6;3.5;3.9;3.1
CÁLCULO 2;2.9;2.9;3.2;3.4;3.2
CÁLCULO 2;4.3;4.9;5;5;4.9
CÁLCULO 2;2.2;1.6;4.2;4;2.3
CÁLCULO 2;1.8;2.3;4.2;4;3
CÁLCULO 2;1.6;4.3;4;5;3.2
CÁLCULO 2;2.9;2.9;4;4.8;2.6
CÁLCULO 2;2.2;2;3.9;3.8;2.9
CÁLCULO 2;1.7;3.5;4.9;5;3.7
CÁLCULO 2;2.3;2.1;2.7;4;3.2
CÁLCULO 2;2.9;2.7;4.1;4;2.6
CÁLCULO 2;3.5;3.1;4.4;4.3;3.6
CÁLCULO 2;1.4;1.9;3.6;4.3;2.6
CÁLCULO 2;3.6;3.3;3.7;5;4.6
CÁLCULO 2;1.2;2.7;4.3;4.1;2.5
CÁLCULO 2;0.9;1.3;1;2.8;1.1
CÁLCULO 2;1.8;2;4.1;3.8;3.3
CÁLCULO 2;1.5;0;0;0;0
CÁLCULO 2;2.3;2.3;4.9;3.8;3
CÁLCULO 2;2.7;2;4.7;4.7;4.1
CÁLCULO 2;3.1;4.6;3.8;4.4;4.3
CÁLCULO 2;4.1;4.2;4.1;5;3.7
CÁLCULO 2;4.2;4.9;4.6;5;3.6
CÁLCULO 2;3.2;3.3;3.5;4.8;3
CÁLCULO 2;1.7;3;3.5;4.3;2.2
CÁLCULO 2;2.6;3.5;2.7;4;3.2
CÁLCULO 2;3.7;4.3;4.3;4.6;3.6
CÁLCULO 2;5;5;4.8;5;5
CÁLCULO 2;2.9;3.8;2.5;4.9;2.8
CÁLCULO 2;2.2;3.6;4.5;4.5;2.3
CÁLCULO 2;1.8;4.2;4.2;4.6;3
CÁLCULO 2;2.6;3.8;2.9;4.9;2.2
CÁLCULO 2;2.2;2.3;3.5;4.5;2.4
CÁLCULO 2;2.6;3.1;3.8;4.3;2.6
CÁLCULO 2;4;4.9;5;4.8;4.2
CÁLCULO 2;2.2;3.7;3.4;4.5;2.2
CÁLCULO 2;2.6;3.4;3.4;4.4;2.6
CÁLCULO 2;2.8;2.1;2.4;4.8;3.5
CÁLCULO 2;3.2;2.8;3.8;4.9;1.5
CÁLCULO 2;3.6;4.7;3.6;4.8;3.7
CÁLCULO 2;3.1;1.1;2.5;4.7;2.7
CÁLCULO 2;2.5;3.1;2.3;5;2.1
CÁLCULO 2;2.4;3.6;3.8;4.6;3.9
CÁLCULO 2;2.4;3.3;3;4.7;2.5
CÁLCULO 2;3.1;3.8;3;4.8;3.8
CÁLCULO 2;3.1;3.3;3.1;4.3;3.1
CÁLCULO 2;4.8;4.6;3.7;5;4.4
CÁLCULO 2;2.6;4.6;5;4.3;4.6
CÁLCULO 2;4.2;3.3;3.6;5;4.9
CÁLCULO 2;3.3;3.6;3.5;4.7;3.7
CÁLCULO 2;3.4;3.8;2.7;3.4;5
CÁLCULO 2;2.9;3.2;2.8;4.8;3.1
CÁLCULO 2;3.3;2.8;2.8;4.3;3.5
CÁLCULO 2;3.3;3.9;1.5;4.8;3.5
CÁLCULO 2;3.9;4.4;3.5;4.6;2.9
CÁLCULO 2;3.3;3.2;3.6;4.8;2.5
CÁLCULO 2;4.6;4;4.1;5;4.6
CÁLCULO 2;4.5;4.6;2.9;4.8;4.3
CÁLCULO 2;4.2;3.5;4;4.8;3.8
CÁLCULO 2;5;4.4;2.6;4.8;4.1
CÁLCULO 2;3;4.7;3.3;4.7;2.6
CÁLCULO 2;4.1;4.5;4.2;5;5
CÁLCULO 2;3.4;3.7;4;4.5;4.6
CÁLCULO 2;3;4.2;3;4;4.6
CÁLCULO 2;1.9;3;2;4.7;2.6
CÁLCULO 2;2.8;2.4;3.4;4.1;3.4
CÁLCULO 2;2.5;4.5;3.8;4.5;2.3
CÁLCULO 2;1.9;3.7;2.8;4.3;2.7
CÁLCULO 2;4;3.5;4.5;5;4.2
CÁLCULO 2;3.8;3;4.5;4.9;3.7
CÁLCULO 2;3.5;2.5;4.3;4;3.9
CÁLCULO 2;3.1;3.1;4.6;5;3.1
CÁLCULO 2;2.3;3.5;3.6;4.7;4.1
CÁLCULO 2;3.8;4.1;3.8;4.2;4.4
CÁLCULO 2;4;4.2;4;5;3.8
CÁLCULO 2;4.1;5;4.8;4.9;4.2
CÁLCULO 3;4.2;4.5;5;5;4.9
CÁLCULO 3;4.5;3.7;4.4;5;4.4
CÁLCULO 3;3;3;4.4;5;2.8
CÁLCULO 3;3;3.1;3.2;5;3.5
CÁLCULO 3;4.2;4.6;5;5;5
CÁLCULO 3;3.5;4;4.4;5;5
CÁLCULO 3;1.9;3.7;4.2;5;4.1
CÁLCULO 3;4;3.9;4.5;5;4.7
CÁLCULO 3;2.4;3.2;3.8;5;4.8
CÁLCULO 3;3.8;3.6;4;5;5
CÁLCULO 3;2.6;4;5;5;3.8
CÁLCULO 3;2.3;3.1;3.2;5;3.8
CÁLCULO 3;3.2;4.2;5;5;5
CÁLCULO 3;2.7;2.7;3.5;5;4.3
CÁLCULO 3;3.9;3.9;5;5;4.4
CÁLCULO 3;4.6;4;5;3.5;3.8
CÁLCULO 3;3.6;4.5;5;4.6;5
CÁLCULO 3;4.4;4.8;5;5;4.5
CÁLCULO 3;3.7;5;4.8;5;4.8
CÁLCULO 3;3.7;4;4.5;4.6;3.7
CÁLCULO 3;3;4.4;4.8;4;4.8
CÁLCULO 3;5;5;5;5;5
CÁLCULO 3;4.1;0;2.8;3;3
CÁLCULO 3;4.1;5;5;4.8;5
CÁLCULO 3;1.7;4.2;4.8;4.5;4.8
CÁLCULO 3;4.2;4.3;5;4.6;4.8
CÁLCULO 3;4.2;4.2;4.8;4.4;4.3
CÁLCULO 3;3.3;2.1;4.8;4;2.1
CÁLCULO 3;2.5;3.2;2;4;2.6
CÁLCULO 3;4.8;4.8;5;5;5
CÁLCULO 3;2;2.8;3.6;3;2.8
CÁLCULO 3;4;3.1;4.6;4;3.9
CÁLCULO 3;1.9;5;5;4.4;4.4
CÁLCULO 3;1.8;5;4.6;4;3.3
CÁLCULO 3;1.5;4.8;4.9;4;4.9
CÁLCULO 3;3.5;3.8;5;4;3.5
CÁLCULO 3;1.8;4.6;5;4;3.7
CÁLCULO 3;2.7;5;5;4;4
CÁLCULO 3;1.5;3.8;4.9;4;2.6
CÁLCULO 3;2.8;4.8;4.8;4.1;5
CÁLCULO 3;3.6;4.8;5;5;4.5
CÁLCULO 3;3.1;4.8;4.5;5;4.6
CÁLCULO 3;1.6;5;4.9;4.1;4.8
CÁLCULO 3;1.7;4.4;5;4;3.7
CÁLCULO 3;1.7;4.6;4.8;4.2;3.9
CÁLCULO 3;2.3;4.8;4.8;4.2;4.2
CÁLCULO 3;2.6;5;4.9;2.5;0
CÁLCULO 3;3;4.8;4.8;4.5;4.6
CÁLCULO 3;2.6;4.6;4.8;4;4.6
CÁLCULO 3;3.8;5;5;4.5;5
CÁLCULO 3;4.2;4.8;4.8;4.7;4.8
CÁLCULO 3;2.4;4.8;5;4.7;5
CÁLCULO 3;3.2;3.9;5;5;4.2
CÁLCULO 3;2.8;4.8;4.8;4.3;4.5
CÁLCULO 3;3.4;4.8;5;5;5
CÁLCULO 3;3.7;4.8;5;5;4.6
CÁLCULO 3;2.1;3.3;4.5;4;3.2
CÁLCULO 3;1;4.1;4.8;4.2;4.3
CÁLCULO 3;1.4;4.8;4.5;4;3.7
CÁLCULO 3;2.6;4.8;4.5;4.2;3.1
CÁLCULO 3;2.1;2.8;5;4;4.8
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4;4.2;4.6;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.7;4.5;4.5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.6;3.6;4.3;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;1.9;3.1;4.3;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;1.1;4.7;4.5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.6;4.7;4.5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.2;4.9;4.7;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.3;4.7;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;1.4;3.2;4.9;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.5;5;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.8;4.8;4.8;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4;3.5;4.5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3;4;4.2;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.3;4;4;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;1.5;2.8;4.4;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.8;4;3.9;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.1;2;2.5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;2.4;3.4;3.4;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.7;4;3;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4;4.1;3.7;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4;4;4.8;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4;4.3;3.5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.3;4;4;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.6;4.4;4.4;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.6;5;3;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.3;4;3.9;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4;4.1;3;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.2;4.3;4.8;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4;4.2;3.8;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;2;4.6;4.7;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;2.4;3;4.5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.3;4;4;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.3;3.6;4.1;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.7;3.7;2;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.7;3.8;4;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3;2.7;3.5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.5;3;4;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.1;2.5;3.7;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;2.7;3.5;4.7;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.3;4.1;4;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.8;3.8;3.9;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.1;0.2;0;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.7;3.1;4.5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;5;4.5;4.2;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.6;3.8;4.3;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.8;4.4;4.6;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;2;3.2;3.7;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.2;4.1;3;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.6;4.6;4.7;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.8;4;4.3;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.8;4.6;4.5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4;4.3;4.5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.9;4.8;4.7;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.6;4.2;4.5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.3;4.5;4.7;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3;3.6;4.2;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.1;4.4;4.6;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.2;4.5;4.6;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.1;3.8;4.5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;2.3;2.6;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4;4.1;4.6;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.7;4.3;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.8;4.5;4.4;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.9;4.1;4.5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.6;4;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.9;4.4;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.6;4.6;4.8;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.5;4.1;4.9;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.3;3.9;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.1;4.9;4.7;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;2.9;3.9;4.8;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.1;3.6;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4;4.9;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;2.2;2.7;4.3;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.8;4.4;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;2.8;3.5;4.6;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.6;4.3;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.8;4.3;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.5;4.5;4.4;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.7;3.5;4.3;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.4;4.4;4.7;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.4;4.9;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.1;4.5;4.9;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.2;4.3;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.7;5;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.7;3;1.7;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.8;4.3;4.7;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4;4.6;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;2.7;2.9;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.3;4.3;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.6;4.4;4.6;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.4;4.2;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.8;5;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.4;4.9;4.7;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.8;4.6;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.2;3;1.2;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.1;4.9;4.4;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.5;4.3;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.4;4.3;4.6;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.3;4.9;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.8;4.2;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.5;4.5;4.7;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.6;4.5;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.1;4.2;3.2;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.4;3.7;4.7;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.1;4.1;4.3;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.7;4.6;4.3;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.7;5;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.2;4.6;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.8;4.5;4.7;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.9;4.1;4.5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.6;4.2;4.5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.2;4.3;4.1;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;2;3.6;4;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.5;4.4;4.5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.4;5;4.1;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.9;4.4;4.4;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.4;4.8;4.2;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.4;3;4.5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;5;4.7;4.3;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.8;4.2;4.3;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.1;4.2;4.5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.6;3.8;4.3;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.6;4.5;4.2;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;0;0;0;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.4;4.4;4.3;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.1;4.2;4.6;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.7;5;4.9;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;5;4.4;4.6;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.5;4.5;4.2;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;5;4.4;3.9;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.5;4.6;4.7;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.5;4.4;4.5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.7;5;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.8;3.6;3.2;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.2;4.6;3.9;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.7;5;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;5;4.8;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.8;4.5;3.3;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.3;2.9;2.7;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.5;4.7;3.1;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.4;3.4;4.6;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.1;4.9;4.9;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4;4.6;3.7;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.9;4.9;4.9;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.9;4.8;4.7;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;5;4.7;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.9;5;3.4;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.6;3.9;3.6;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.9;5;4.7;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.8;5;4.4;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;1.3;3.1;2.7;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.9;4.6;3.4;;
